ENTIDAD,NOM_ENT,MUN,NOM_MUN,LOC,NOM_LOC,LONGITUD,LATITUD,ALTITUD,POBTOT,POBFEM,POBMAS,P_0A2,P_0A2_F,P_0A2_M,P_3YMAS,P_3YMAS_F,P_3YMAS_M,P_5YMAS,P_5YMAS_F,P_5YMAS_M,P_12YMAS,P_12YMAS_F,P_12YMAS_M,P_15YMAS,P_15YMAS_F,P_15YMAS_M,P_18YMAS,P_18YMAS_F,P_18YMAS_M,P_3A5,P_3A5_F,P_3A5_M,P_6A11,P_6A11_F,P_6A11_M,P_8A14,P_8A14_F,P_8A14_M,P_12A14,P_12A14_F,P_12A14_M,P_15A17,P_15A17_F,P_15A17_M,P_18A24,P_18A24_F,P_18A24_M,P_15A49_F,P_60YMAS,P_60YMAS_F,P_60YMAS_M
09,Ciudad de México,009,Milpa Alta,0288,Tlacopanco," 99°04'15.335"" W","19°11'35.270"" N",2618,59,26,33,3,0,3,56,26,30,54,25,29,46,23,23,43,23,20,37,19,18,3,1,2,7,2,5,9,1,8,3,0,3,6,4,2,6,2,4,19,0,0,0
09,Ciudad de México,009,Milpa Alta,0289,Pixucaltitla," 99°04'19.917"" W","19°11'33.272"" N",2629,72,35,37,1,0,1,71,35,36,68,32,36,47,24,23,40,20,20,35,18,17,6,3,3,18,8,10,17,7,10,7,4,3,5,2,3,2,0,2,17,1,1,0
09,Ciudad de México,009,Milpa Alta,0291,Kilómetro 24," 99°01'12.253"" W","19°10'39.781"" N",2601,21,16,5,0,0,0,21,16,5,20,16,4,14,10,4,13,9,4,11,7,4,1,0,1,6,6,0,5,5,0,1,1,0,2,2,0,3,3,0,9,0,0,0
09,Ciudad de México,009,Milpa Alta,0292,Joyas Parte Alta," 98°59'30.048"" W","19°12'27.435"" N",2268,591,290,301,32,18,14,559,272,287,535,260,275,468,238,230,432,223,209,396,205,191,32,14,18,59,20,39,77,29,48,36,15,21,36,18,18,88,47,41,180,32,16,16
09,Ciudad de México,009,Milpa Alta,0297,San Antonio Cuilotepec," 99°05'29.492"" W","19°11'03.875"" N",2872,390,199,191,16,9,7,374,190,184,364,186,178,307,157,150,282,140,142,258,131,127,18,9,9,49,24,25,58,30,28,25,17,8,24,9,15,57,28,29,111,18,9,9
09,Ciudad de México,009,Milpa Alta,0300,San Nicolás Tetelco," 98°58'14.019"" W","19°12'30.438"" N",2259,4078,2057,2021,165,77,88,3913,1980,1933,3785,1928,1857,3278,1676,1602,3023,1564,1459,2800,1455,1345,202,97,105,433,207,226,549,251,298,255,112,143,223,109,114,471,234,237,1137,406,222,184
09,Ciudad de México,009,Milpa Alta,0301,El Tejocote," 98°58'12.915"" W","19°12'13.412"" N",2285,86,42,44,3,3,0,83,39,44,82,39,43,75,36,39,69,34,35,59,28,31,3,2,1,5,1,4,10,3,7,6,2,4,10,6,4,13,5,8,27,9,4,5
09,Ciudad de México,009,Milpa Alta,0303,Arboledas," 98°58'51.008"" W","19°12'34.611"" N",2252,183,85,98,6,2,4,177,83,94,171,79,92,149,69,80,130,64,66,115,58,57,10,7,3,18,7,11,32,8,24,19,5,14,15,6,9,13,6,7,45,17,9,8
09,Ciudad de México,009,Milpa Alta,0304,Emiliano Zapata (Camino al Cerro)," 98°58'19.923"" W","19°12'20.033"" N",2267,45,24,21,2,2,0,43,22,21,42,22,20,32,18,14,27,15,12,24,14,10,2,0,2,9,4,5,11,6,5,5,3,2,3,1,2,3,2,1,13,1,1,0
09,Ciudad de México,009,Milpa Alta,0305,Corraltitla," 99°01'13.094"" W","19°12'09.250"" N",2381,166,75,91,9,2,7,157,73,84,152,72,80,135,68,67,126,63,63,114,58,56,6,1,5,16,4,12,21,8,13,9,5,4,12,5,7,23,11,12,54,6,3,3
09,Ciudad de México,009,Milpa Alta,0306,Tepanoco," 99°01'06.647"" W","19°12'15.944"" N",2388,33,18,15,0,0,0,33,18,15,33,18,15,26,16,10,22,13,9,21,12,9,1,0,1,6,2,4,9,5,4,4,3,1,1,1,0,0,0,0,10,6,3,3
09,Ciudad de México,009,Milpa Alta,0310,Santa Martha Xolco," 99°01'50.676"" W","19°12'18.125"" N",2412,58,25,33,5,3,2,53,22,31,50,21,29,39,15,24,38,14,24,38,14,24,4,1,3,10,6,4,6,4,2,1,1,0,0,0,0,2,0,2,9,2,1,1
09,Ciudad de México,009,Milpa Alta,0312,Tepetitla (Villa Hermosa)," 99°02'08.861"" W","19°11'52.180"" N",2432,27,12,15,0,0,0,27,12,15,27,12,15,23,11,12,22,10,12,19,9,10,0,0,0,4,1,3,4,2,2,1,1,0,3,1,2,4,2,2,9,2,1,1
09,Ciudad de México,009,Milpa Alta,0313,Totoxhpa (Cerrada Culiacán)," 99°01'56.541"" W","19°11'33.781"" N",2461,17,6,11,2,1,1,15,5,10,14,5,9,12,4,8,12,4,8,12,4,8,1,0,1,2,1,1,1,1,0,0,0,0,0,0,0,4,0,4,3,2,1,1
09,Ciudad de México,009,Milpa Alta,0314,Belizario Domínguez," 99°00'30.409"" W","19°12'12.200"" N",2317,182,90,92,6,2,4,176,88,88,171,85,86,149,71,78,144,67,77,137,65,72,8,5,3,19,12,7,14,8,6,5,4,1,7,2,5,27,12,15,50,19,9,10
09,Ciudad de México,009,Milpa Alta,0315,Nuchtla," 99°02'40.435"" W","19°12'23.818"" N",2469,512,257,255,15,6,9,497,251,246,487,246,241,415,209,206,385,196,189,362,182,180,17,9,8,65,33,32,73,35,38,30,13,17,23,14,9,66,26,40,149,31,17,14
09,Ciudad de México,009,Milpa Alta,0316,Tehuizco," 99°02'36.242"" W","19°12'41.957"" N",2485,301,159,142,15,7,8,286,152,134,274,145,129,234,123,111,221,117,104,208,108,100,19,11,8,33,18,15,39,21,18,13,6,7,13,9,4,42,26,16,91,19,11,8
09,Ciudad de México,009,Milpa Alta,0317,Axayatipac," 99°02'47.484"" W","19°12'37.212"" N",2448,230,123,107,13,9,4,217,114,103,208,112,96,174,97,77,162,90,72,153,85,68,16,7,9,27,10,17,28,13,15,12,7,5,9,5,4,31,14,17,69,16,10,6
09,Ciudad de México,009,Milpa Alta,0318,Ayotepec," 99°02'24.419"" W","19°12'22.695"" N",2478,105,48,57,3,1,2,102,47,55,100,47,53,91,45,46,87,42,45,81,41,40,3,1,2,8,1,7,8,4,4,4,3,1,6,1,5,11,4,7,26,16,9,7
09,Ciudad de México,009,Milpa Alta,0319,Ochpantenco," 99°02'07.661"" W","19°10'17.905"" N",2699,66,40,26,2,2,0,64,38,26,59,35,24,52,30,22,47,26,21,47,26,21,6,4,2,6,4,2,7,5,2,5,4,1,0,0,0,10,7,3,21,5,2,3
09,Ciudad de México,009,Milpa Alta,0321,La Virgen," 99°03'03.081"" W","19°12'40.068"" N",2489,13,5,8,1,0,1,12,5,7,11,5,6,10,4,6,10,4,6,9,4,5,1,0,1,1,1,0,1,1,0,0,0,0,1,0,1,0,0,0,3,4,1,3
09,Ciudad de México,009,Milpa Alta,0322,Matlahuacaloca," 99°03'00.741"" W","19°12'26.594"" N",2490,251,137,114,7,3,4,244,134,110,238,129,109,204,113,91,191,107,84,179,102,77,8,7,1,32,14,18,35,17,18,13,6,7,12,5,7,32,19,13,80,17,9,8
09,Ciudad de México,009,Milpa Alta,0323,Tula (Huixtotlazintla)," 99°03'10.019"" W","19°12'16.043"" N",2439,129,64,65,4,2,2,125,62,63,122,60,62,100,48,52,95,46,49,83,44,39,4,3,1,21,11,10,17,8,9,5,2,3,12,2,10,11,6,5,33,13,7,6
09,Ciudad de México,009,Milpa Alta,0326,Tlatlapantunco," 99°02'46.199"" W","19°11'47.453"" N",2525,17,10,7,1,1,0,16,9,7,14,8,6,12,6,6,12,6,6,12,6,6,3,2,1,1,1,0,1,1,0,0,0,0,0,0,0,2,1,1,5,0,0,0
09,Ciudad de México,009,Milpa Alta,0328,San Agustín," 99°01'05.866"" W","19°10'59.093"" N",2495,72,38,34,0,0,0,72,38,34,68,34,34,54,26,28,51,26,25,43,22,21,7,5,2,11,7,4,10,4,6,3,0,3,8,4,4,6,3,3,23,3,1,2
09,Ciudad de México,009,Milpa Alta,0332,Los Angeles," 99°01'33.189"" W","19°10'53.068"" N",2523,29,17,12,5,4,1,24,13,11,24,13,11,19,9,10,19,9,10,19,9,10,1,1,0,4,3,1,4,3,1,0,0,0,0,0,0,3,2,1,6,3,1,2
09,Ciudad de México,009,Milpa Alta,0333,Tezontlipac (San Lorenzo Tlacoyucan)," 99°01'42.030"" W","19°10'50.475"" N",2544,31,14,17,0,0,0,31,14,17,30,14,16,27,14,13,26,13,13,26,13,13,1,0,1,3,0,3,4,1,3,1,1,0,0,0,0,7,3,4,7,2,2,0
09,Ciudad de México,009,Milpa Alta,0337,Tlalzonco," 99°01'39.434"" W","19°10'19.367"" N",2691,41,18,23,3,1,2,38,17,21,36,17,19,29,14,15,28,13,15,25,12,13,3,0,3,6,3,3,7,4,3,1,1,0,3,1,2,7,3,4,12,0,0,0
09,Ciudad de México,009,Milpa Alta,0338,Temazcaltitla," 99°01'42.016"" W","19°10'21.253"" N",2679,71,33,38,3,1,2,68,32,36,66,31,35,56,28,28,48,24,24,42,20,22,2,1,1,10,3,7,17,7,10,8,4,4,6,4,2,11,5,6,20,1,1,0
09,Ciudad de México,009,Milpa Alta,0340,Chautonco," 99°01'37.566"" W","19°10'32.513"" N",2626,133,68,65,5,2,3,128,66,62,124,62,62,113,57,56,100,49,51,95,46,49,6,5,1,9,4,5,19,10,9,13,8,5,5,3,2,19,9,10,38,12,5,7
09,Ciudad de México,009,Milpa Alta,0341,Texotitla," 99°05'57.406"" W","19°11'22.836"" N",2788,20,11,9,0,0,0,20,11,9,19,11,8,13,6,7,12,5,7,12,5,7,2,1,1,5,4,1,3,3,0,1,1,0,0,0,0,4,0,4,5,0,0,0
09,Ciudad de México,009,Milpa Alta,0342,Coatepec," 99°05'45.434"" W","19°11'10.120"" N",2824,121,66,55,4,3,1,117,63,54,114,63,51,94,50,44,88,46,42,77,43,34,7,4,3,16,9,7,13,8,5,6,4,2,11,3,8,13,8,5,35,10,6,4
09,Ciudad de México,009,Milpa Alta,0344,Ocotitla (Barrio de Santa Cruz)," 99°01'10.677"" W","19°12'27.208"" N",2407,74,35,39,3,1,2,71,34,37,70,34,36,59,29,30,53,26,27,50,24,26,2,0,2,10,5,5,14,7,7,6,3,3,3,2,1,7,4,3,18,5,2,3
09,Ciudad de México,009,Milpa Alta,0345,Teuhtli," 99°00'23.423"" W","19°13'24.214"" N",2366,46,24,22,1,1,0,45,23,22,41,21,20,31,18,13,29,16,13,26,14,12,6,2,4,8,3,5,6,4,2,2,2,0,3,2,1,5,3,2,14,1,0,1
09,Ciudad de México,009,Milpa Alta,0347,Xochiatlaco," 99°00'07.117"" W","19°11'06.303"" N",2471,21,12,9,3,2,1,18,10,8,18,10,8,16,9,7,14,8,6,13,7,6,1,1,0,1,0,1,3,1,2,2,1,1,1,1,0,1,1,0,6,2,1,1
09,Ciudad de México,009,Milpa Alta,0348,Huacaltunco," 99°00'11.552"" W","19°10'58.401"" N",2509,65,36,29,1,0,1,64,36,28,62,34,28,54,31,23,51,30,21,47,30,17,3,3,0,7,2,5,10,3,7,3,1,2,4,0,4,13,9,4,27,4,2,2
09,Ciudad de México,009,Milpa Alta,0351,Tlahuiztpa," 99°00'19.219"" W","19°10'16.106"" N",2713,129,63,66,6,5,1,123,58,65,116,55,61,96,46,50,86,44,42,78,43,35,11,5,6,16,7,9,17,3,14,10,2,8,8,1,7,18,9,9,36,7,3,4
09,Ciudad de México,009,Milpa Alta,0352,Zacacali," 99°03'27.340"" W","19°10'58.272"" N",2667,76,34,42,8,4,4,68,30,38,66,29,37,58,27,31,55,26,29,52,24,28,4,2,2,6,1,5,7,2,5,3,1,2,3,2,1,9,3,6,19,6,3,3
09,Ciudad de México,009,Milpa Alta,0354,Camino Viejo a Tlaltenamic," 99°02'37.176"" W","19°11'06.734"" N",2649,87,39,48,3,2,1,84,37,47,84,37,47,62,28,34,54,26,28,50,24,26,2,0,2,20,9,11,22,10,12,8,2,6,4,2,2,4,0,4,19,5,2,3
09,Ciudad de México,009,Milpa Alta,0355,Joyas del Pedregal," 98°59'13.668"" W","19°10'35.668"" N",2578,51,27,24,2,2,0,49,25,24,46,24,22,39,21,18,35,18,17,33,16,17,4,2,2,6,2,4,10,5,5,4,3,1,2,2,0,7,4,3,14,5,1,4
09,Ciudad de México,009,Milpa Alta,0356,Los Romero," 98°59'36.651"" W","19°09'30.208"" N",2822,20,11,9,0,0,0,20,11,9,20,11,9,16,8,8,15,8,7,15,8,7,0,0,0,4,3,1,5,3,2,1,0,1,0,0,0,2,1,1,5,4,1,3
09,Ciudad de México,009,Milpa Alta,0358,Don Diegoco," 98°59'22.241"" W","19°12'46.143"" N",2257,29,14,15,1,1,0,28,13,15,28,13,15,24,10,14,23,10,13,21,10,11,0,0,0,4,3,1,4,2,2,1,0,1,2,0,2,7,2,5,7,2,1,1
09,Ciudad de México,009,Milpa Alta,0359,Apilintitla," 99°03'46.030"" W","19°12'43.207"" N",2579,51,25,26,0,0,0,51,25,26,50,24,26,45,23,22,42,22,20,38,20,18,2,2,0,4,0,4,6,1,5,3,1,2,4,2,2,10,6,4,19,4,2,2
09,Ciudad de México,009,Milpa Alta,0360,Atlahuitonca," 98°59'38.259"" W","19°11'47.159"" N",2346,98,53,45,3,3,0,95,50,45,92,48,44,85,43,42,79,40,39,75,37,38,3,2,1,7,5,2,7,3,4,6,3,3,4,3,1,19,8,11,35,2,1,1
09,Ciudad de México,009,Milpa Alta,0361,Xilozuchitl," 99°04'22.365"" W","19°11'41.374"" N",2602,70,41,29,7,5,2,63,36,27,60,34,26,51,30,21,47,28,19,43,26,17,4,3,1,8,3,5,12,5,7,4,2,2,4,2,2,7,5,2,23,4,3,1
09,Ciudad de México,009,Milpa Alta,0362,Tenco," 99°04'08.330"" W","19°11'26.483"" N",2627,13,8,5,1,1,0,12,7,5,11,6,5,9,4,5,8,4,4,8,4,4,1,1,0,2,2,0,2,1,1,1,0,1,0,0,0,1,0,1,3,0,0,0
09,Ciudad de México,009,Milpa Alta,0363,Xonacatepec," 98°59'37.110"" W","19°12'02.256"" N",2318,30,18,12,0,0,0,30,18,12,29,18,11,22,14,8,19,11,8,19,11,8,1,0,1,7,4,3,8,6,2,3,3,0,0,0,0,2,2,0,10,1,1,0
09,Ciudad de México,009,Milpa Alta,0364,Xicalhuacan," 98°59'48.336"" W","19°12'05.913"" N",2302,43,20,23,3,1,2,40,19,21,39,18,21,33,16,17,31,16,15,29,14,15,2,1,1,5,2,3,6,2,4,2,0,2,2,2,0,3,2,1,11,6,3,3
09,Ciudad de México,009,Milpa Alta,0365,Ixotitla," 99°04'55.434"" W","19°10'59.293"" N",2829,37,17,20,1,0,1,36,17,19,36,17,19,29,12,17,29,12,17,27,12,15,1,0,1,6,5,1,5,4,1,0,0,0,2,0,2,4,2,2,8,3,1,2
09,Ciudad de México,009,Milpa Alta,0366,Xaltenco," 99°02'13.374"" W","19°12'03.917"" N",2449,14,7,7,1,1,0,13,6,7,13,6,7,13,6,7,12,6,6,11,6,5,0,0,0,0,0,0,1,0,1,1,0,1,1,0,1,2,1,1,3,2,1,1
09,Ciudad de México,009,Milpa Alta,0367,Tlaquexpa," 99°05'37.511"" W","19°12'04.214"" N",2675,32,19,13,2,1,1,30,18,12,29,18,11,26,16,10,25,15,10,25,15,10,3,1,2,1,1,0,2,2,0,1,1,0,0,0,0,5,4,1,10,2,2,0
09,Ciudad de México,009,Milpa Alta,0369,Encinos," 99°00'57.294"" W","19°12'24.422"" N",2393,10,6,4,0,0,0,10,6,4,10,6,4,9,6,3,5,2,3,5,2,3,0,0,0,1,0,1,4,4,0,4,4,0,0,0,0,0,0,0,2,0,0,0
09,Ciudad de México,009,Milpa Alta,0370,Tehuehuec," 99°01'24.703"" W","19°12'30.754"" N",2421,18,5,13,0,0,0,18,5,13,17,5,12,17,5,12,15,5,10,13,4,9,1,0,1,0,0,0,2,0,2,2,0,2,2,1,1,4,1,3,5,0,0,0
09,Ciudad de México,009,Milpa Alta,0371,Tlalaxco," 99°02'47.429"" W","19°13'03.445"" N",2473,105,51,54,7,3,4,98,48,50,96,48,48,77,40,37,70,36,34,65,32,33,3,1,2,18,7,11,22,9,13,7,4,3,5,4,1,9,3,6,26,4,2,2
09,Ciudad de México,009,Milpa Alta,0372,Apetatita," 99°04'33.327"" W","19°11'33.259"" N",2654,89,46,43,3,3,0,86,43,43,81,38,43,69,33,36,61,33,28,56,30,26,7,6,1,10,4,6,14,3,11,8,0,8,5,3,2,12,5,7,26,6,4,2
09,Ciudad de México,009,Milpa Alta,0373,Texali," 99°04'36.331"" W","19°11'36.935"" N",2643,67,34,33,4,1,3,63,33,30,61,32,29,51,25,26,47,22,25,45,20,25,4,3,1,8,5,3,8,6,2,4,3,1,2,2,0,9,4,5,19,3,1,2
09,Ciudad de México,009,Milpa Alta,0374,Xilutepec," 98°59'28.161"" W","19°11'31.524"" N",2399,46,19,27,0,0,0,46,19,27,46,19,27,35,17,18,32,16,16,29,15,14,0,0,0,11,2,9,10,3,7,3,1,2,3,1,2,2,2,0,14,3,2,1
09,Ciudad de México,009,Milpa Alta,0380,Texico," 99°03'04.154"" W","19°10'49.886"" N",2671,21,10,11,1,1,0,20,9,11,19,9,10,16,7,9,15,6,9,13,6,7,1,0,1,3,2,1,4,3,1,1,1,0,2,0,2,3,1,2,4,4,2,2
09,Ciudad de México,009,Milpa Alta,0384,Acopilipan," 99°02'45.431"" W","19°10'31.036"" N",2728,32,13,19,1,0,1,31,13,18,29,11,18,26,10,16,24,10,14,20,7,13,2,2,0,3,1,2,2,0,2,2,0,2,4,3,1,3,1,2,9,1,0,1
09,Ciudad de México,009,Milpa Alta,0385,Hueyitlatile," 99°00'31.544"" W","19°10'16.212"" N",2736,9,5,4,0,0,0,9,5,4,9,5,4,7,3,4,7,3,4,6,2,4,0,0,0,2,2,0,2,2,0,0,0,0,1,1,0,1,0,1,3,2,0,2
09,Ciudad de México,009,Milpa Alta,0388,La Purísima," 99°02'17.771"" W","19°10'59.383"" N",2593,77,45,32,6,4,2,71,41,30,69,40,29,59,33,26,58,32,26,56,31,25,2,1,1,10,7,3,7,6,1,1,1,0,2,1,1,8,6,2,24,4,3,1
09,Ciudad de México,009,Milpa Alta,0389,Atempa," 99°03'52.019"" W","19°10'47.387"" N",2736,33,11,22,2,0,2,31,11,20,30,10,20,27,10,17,25,8,17,24,8,16,1,1,0,3,0,3,4,2,2,2,2,0,1,0,1,7,1,6,7,2,1,1
09,Ciudad de México,009,Milpa Alta,0390,Tlacuitlaya," 99°03'33.773"" W","19°12'06.976"" N",2509,17,9,8,0,0,0,17,9,8,17,9,8,13,7,6,11,5,6,11,5,6,0,0,0,4,2,2,4,3,1,2,2,0,0,0,0,0,0,0,3,2,1,1
09,Ciudad de México,009,Milpa Alta,0391,Cruz Tlaltempa," 99°03'42.009"" W","19°12'10.528"" N",2564,31,18,13,1,1,0,30,17,13,30,17,13,24,14,10,21,12,9,18,10,8,0,0,0,6,3,3,6,3,3,3,2,1,3,2,1,3,2,1,10,5,2,3
09,Ciudad de México,009,Milpa Alta,0392,Ahuatitla (El Tecorral)," 99°03'39.022"" W","19°11'27.783"" N",2587,83,40,43,3,1,2,80,39,41,78,38,40,67,35,32,63,33,30,57,29,28,2,1,1,11,3,8,14,5,9,4,2,2,6,4,2,10,7,3,27,4,2,2
09,Ciudad de México,009,Milpa Alta,0395,Cuapetzayuca," 99°04'50.106"" W","19°10'16.805"" N",2955,17,5,12,0,0,0,17,5,12,15,5,10,15,5,10,15,5,10,15,5,10,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,4,2,2
09,Ciudad de México,009,Milpa Alta,0403,Memeyuca," 99°05'37.012"" W","19°10'49.788"" N",2925,6,3,3,0,0,0,6,3,3,6,3,3,6,3,3,6,3,3,6,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,2,2,1,1
09,Ciudad de México,009,Milpa Alta,0407,Papalocahuitl," 99°06'18.679"" W","19°11'21.774"" N",2771,37,18,19,4,0,4,33,18,15,32,17,15,23,9,14,23,9,14,22,9,13,3,2,1,7,7,0,4,4,0,0,0,0,1,0,1,3,0,3,8,1,0,1
09,Ciudad de México,009,Milpa Alta,0410,Tlaltelpampa," 99°03'21.302"" W","19°12'56.995"" N",2566,10,6,4,0,0,0,10,6,4,10,6,4,9,6,3,9,6,3,8,5,3,0,0,0,1,0,1,0,0,0,0,0,0,1,1,0,2,2,0,6,0,0,0
09,Ciudad de México,009,Milpa Alta,0413,Tepecuescotitla (San Antonio)," 99°03'44.840"" W","19°12'35.585"" N",2579,28,15,13,1,1,0,27,14,13,26,14,12,23,12,11,21,12,9,20,12,8,1,0,1,3,2,1,5,2,3,2,0,2,1,0,1,5,2,3,9,5,2,3
09,Ciudad de México,009,Milpa Alta,0414,La Lupita Tlacotenco," 98°59'24.521"" W","19°11'06.657"" N",2501,11,5,6,0,0,0,11,5,6,11,5,6,9,4,5,8,3,5,8,3,5,1,0,1,1,1,0,2,2,0,1,1,0,0,0,0,1,0,1,1,3,2,1
09,Ciudad de México,009,Milpa Alta,0415,Cristo Rey (Emiliano Zapata)," 99°00'09.105"" W","19°12'19.024"" N",2305,132,70,62,2,1,1,130,69,61,125,66,59,109,56,53,101,53,48,92,47,45,5,3,2,16,10,6,17,8,9,8,3,5,9,6,3,18,8,10,43,8,5,3
09,Ciudad de México,009,Milpa Alta,9998,Localidades de una vivienda,,,,51,16,35,2,1,1,49,15,34,48,14,34,44,14,30,43,13,30,39,12,27,2,1,1,3,0,3,4,1,3,1,1,0,4,1,3,3,1,2,8,9,3,6
09,Ciudad de México,009,Milpa Alta,9999,Localidades de dos viviendas,,,,96,47,49,6,2,4,90,45,45,89,44,45,70,36,34,63,33,30,57,30,27,4,3,1,16,6,10,19,7,12,7,3,4,6,3,3,9,3,6,28,5,3,2
09,Ciudad de México,010,Álvaro Obregón,0001,Álvaro Obregón," 99°11'43.488"" W","19°23'26.902"" N",2309,759003,398068,360935,21203,10568,10635,736977,387088,349889,719711,378587,341124,652978,345702,307276,622166,330370,291796,590166,314559,275607,26301,12978,13323,57698,28408,29290,69943,34571,35372,30812,15332,15480,32000,15811,16189,82760,41489,41271,208295,122312,69599,52713
09,Ciudad de México,010,Álvaro Obregón,0213,Ojo de Agua," 99°16'28.697"" W","19°18'06.915"" N",2865,63,30,33,4,2,2,59,28,31,57,28,29,47,26,21,39,22,17,34,19,15,2,0,2,10,2,8,18,6,12,8,4,4,5,3,2,7,5,2,19,3,1,2
09,Ciudad de México,010,Álvaro Obregón,0214,Camino a la Bandera," 99°16'23.200"" W","19°19'17.889"" N",2820,12,5,7,0,0,0,12,5,7,12,5,7,11,5,6,10,5,5,9,4,5,0,0,0,1,0,1,1,0,1,1,0,1,1,1,0,0,0,0,4,1,1,0
09,Ciudad de México,010,Álvaro Obregón,0215,Tiximaloya," 99°16'35.556"" W","19°18'45.512"" N",2882,3,1,2,0,0,0,3,1,2,3,1,2,3,1,2,3,1,2,3,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0
09,Ciudad de México,010,Álvaro Obregón,0216,El Ermitaño (Paraje el Chipil)," 99°16'11.942"" W","19°18'03.913"" N",2773,47,24,23,6,4,2,41,20,21,38,20,18,37,20,17,35,19,16,31,16,15,3,0,3,1,0,1,3,1,2,2,1,1,4,3,1,9,7,2,17,1,0,1
09,Ciudad de México,010,Álvaro Obregón,0217,Texcalatlaco," 99°16'28.155"" W","19°19'03.854"" N",2814,5,2,3,0,0,0,5,2,3,5,2,3,5,2,3,5,2,3,4,1,3,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,1,2,0,0,0
09,Ciudad de México,011,Tláhuac,0001,Tláhuac," 99°00'17.446"" W","19°16'14.039"" N",2250,323771,167274,156497,10591,5293,5298,313059,161919,151140,304526,157785,146741,270827,141356,129471,255658,133827,121831,239991,126222,113769,13122,6341,6781,29110,14222,14888,34805,17097,17708,15169,7529,7640,15667,7605,8062,38435,18908,19527,91191,38878,21460,17418
09,Ciudad de México,011,Tláhuac,0011,San Andrés Mixquic," 98°57'53.800"" W","19°13'29.203"" N",2240,13910,7082,6828,517,251,266,13377,6824,6553,13008,6649,6359,11527,5914,5613,10837,5558,5279,10105,5189,4916,586,280,306,1264,630,634,1575,784,791,690,356,334,732,369,363,1661,816,845,3794,1719,933,786
09,Ciudad de México,011,Tláhuac,0021,San Juan Ixtayopan," 98°59'44.148"" W","19°14'27.226"" N",2238,28027,14254,13773,987,502,485,27040,13752,13288,26248,13370,12878,23261,11916,11345,21872,11255,10617,20508,10610,9898,1182,593,589,2597,1243,1354,3149,1489,1660,1389,661,728,1364,645,719,3321,1643,1678,7688,3280,1737,1543
09,Ciudad de México,011,Tláhuac,0024,San Nicolás Tetelco," 98°58'21.811"" W","19°13'03.310"" N",2242,4919,2589,2330,189,101,88,4730,2488,2242,4588,2415,2173,3976,2114,1862,3718,1963,1755,3451,1819,1632,218,107,111,536,267,269,603,334,269,258,151,107,267,144,123,531,286,245,1383,531,279,252
09,Ciudad de México,011,Tláhuac,0026,Santa Catarina Yecahuitzotl," 98°58'06.883"" W","19°18'32.261"" N",2263,11644,5900,5744,416,191,225,11220,5705,5515,10882,5535,5347,9571,4887,4684,8926,4574,4352,8295,4286,4009,522,265,257,1127,553,574,1404,671,733,645,313,332,631,288,343,1430,707,723,3217,1277,677,600
09,Ciudad de México,011,Tláhuac,0069,San Miguel," 98°57'30.448"" W","19°13'16.351"" N",2236,221,108,113,11,7,4,210,101,109,204,100,104,184,86,98,167,83,84,159,81,78,6,1,5,20,14,6,31,13,18,17,3,14,8,2,6,33,19,14,61,12,8,4
09,Ciudad de México,011,Tláhuac,0071,Tabla los Pozos," 98°59'12.251"" W","19°16'54.374"" N",2230,301,143,158,10,7,3,291,136,155,279,131,148,244,120,124,226,112,114,200,98,102,19,6,13,28,10,18,37,15,22,18,8,10,26,14,12,34,15,19,90,14,6,8
09,Ciudad de México,011,Tláhuac,0072,Mesita del Capulín," 98°58'52.351"" W","19°18'26.822"" N",2270,125,54,71,6,0,6,119,54,65,116,53,63,96,42,54,89,39,50,87,37,50,5,3,2,18,9,9,25,12,13,7,3,4,2,2,0,19,6,13,30,4,2,2
09,Ciudad de México,011,Tláhuac,0076,Ojo de Agua," 98°57'49.407"" W","19°13'04.445"" N",2236,118,59,59,12,7,5,106,52,54,103,50,53,79,41,38,68,36,32,60,31,29,8,5,3,19,6,13,24,9,15,11,5,6,8,5,3,14,7,7,34,1,1,0
09,Ciudad de México,011,Tláhuac,0081,San Miguel (Chinampas)," 98°58'02.034"" W","19°13'12.487"" N",2236,65,31,34,4,2,2,61,29,32,60,29,31,52,26,26,52,26,26,49,24,25,2,0,2,7,3,4,4,1,3,0,0,0,3,2,1,12,4,8,22,1,0,1
09,Ciudad de México,011,Tláhuac,0086,Xila," 98°57'20.701"" W","19°13'10.900"" N",2233,103,54,49,8,4,4,95,50,45,90,46,44,77,41,36,73,39,34,65,34,31,6,5,1,12,4,8,13,4,9,4,2,2,8,5,3,20,12,8,36,3,1,2
09,Ciudad de México,011,Tláhuac,0087,Axolocalco (Prolongación Santa Cruz)," 98°56'42.811"" W","19°13'12.872"" N",2217,90,44,46,2,1,1,88,43,45,85,42,43,71,38,33,66,34,32,62,33,29,4,1,3,13,4,9,12,5,7,5,4,1,4,1,3,9,5,4,24,11,6,5
